STN   ,WBAN , YEARMODA,   TEMP,   DEWP,   SLP,   STP,   VISIB,   WDSP,  MXSPD,   GUST,     MAX,     MIN,  PRCP, SNDP,FRSHTT
723150,3812,20001220,17.8,7.2,1019.7,9999.9,8.1,11.7,18.1,27,37,9, 0.03G,999.9,1000
723150,3812,20001221,26.4,14.7,1022.7,9999.9,9.9,4.5,8,999.9,37.9,9, 0.00G,999.9,0
723150,3812,20001222,25.6,14.7,1022.6,9999.9,9.9,10.7,18.1,25.1,37.9,16, 0.00I,999.9,0
723150,3812,20001223,21.7,5,1031.2,9999.9,9.9,6.6,12,999.9,36,10.9, 0.00I,999.9,0
723150,3812,20001224,32.8,14.6,1027.9,9999.9,9.9,6.5,13,16.9,46,10.9, 0.00I,999.9,0
723150,3812,20001225,28.9,9.9,1030.8,9999.9,9.9,11.3,17.1,23.9,46,19.9, 0.00I,999.9,0
723150,3812,20001226,28.9,11.8,1032.6,9999.9,9.9,3.1,8,999.9,37.9,19.9, 0.00I,999.9,0
723150,3812,20001227,35.6,26.2,1023,9999.9,9.9,5.1,8.9,999.9,42.1,23, 0.00I,999.9,0
723150,3812,20001228,35.2,29.8,1013.8,9999.9,10,9.4,15,19,42.1,30.9, 0.00I,999.9,0
723150,3812,20001229,28.1,21.1,1012.2,9999.9,8.8,2.8,8,999.9,39.9,17.1, 0.00I,999.9,100000
723150,3812,20001230,22.6,13,1010.9,9999.9,9.6,11.7,18.1,26,39.9,16, 0.00H,999.9,1000
